id,rating_number,rating_text
9572,3,"El man es un muy buen antropólogo, se le nota la pasión que tiene hacia lo que hace, sin embargo como profesor es ciertamente mediocre. Le encanta meter terror sobre los trabajos pero estos terminan siendo normales y nada imposible."
9573,2.8,"Maria José es una profesora que aunque le apasiona el tema, jamás aborda las temáticas a profundidad. Exige que sus estudiantes lean las lecturas cuando ni siquiera desarrolla 1/4 de las mismas. A lo largo de su clase tuvo problemas porque tomó situaciones de manera personal, daba la palabra únicamente a aquellos estudiantes que creía merecían tene..."
9574,1.5,"Sus parciales no son difíciles, pero para poder sacarlos rinde más estudiar por tu cuenta o que la complementaria te salve, porque él gasta demasiado tiempo en las demostraciones, lo que hace que la mayoría quede perdido o no entienda"
9575,3.9,"Es buen profesor, intenta que la clase sea amena para todos los estudiantes. Sin embargo, si usted sabe escribir bien puede que la clase se torne tediosa porque básicamente le enseñan desde hacer un resumen hasta un ensayo."
9576,4.5,"Este man la tiene clara, sabe que a nadie le importa ir a la clase (aunque pueden sacarse cosas útiles). En últimas el propósito de la clase es que usted tenga la oportunidad de adelantar su tesis; créame, se puede salvar mucho tiempo y estrés después. Lo único con lo que hay que cumplir es con las entregas, que tienen mucha relación con el propósi..."
9577,5,Excelente profesor. Tiene muchos conocimientos y hace una clase agradable. Es una gran persona y un gran escritor. Es un profesor para estudiantes maduros. Los estudiantes que necesitan que los estén acosando para que trabajen como niños de colegio no disfrutarían la clase ya que es un profesor que demanda autonomía de sus estudiantes.
9578,5,"Es un excelente profesor, ame la clase con él y la volvería a tomar. Se preocupa mucho por el proceso particular de cada estudiante y gracias a eso aprendí muchísimo"
9579,5,"Camilo es un excelente profesor. Más que preocuparse por una nota o por calificar cada actividad que deja, su principal objetivo es que cada estudiante aprenda. Qué lástima que ya no dará clase el siguiente semestre, porque es de los mejores profesores con los que he tenido clase."
9580,5,Súper buen asistente y persona. Demuestra gusto por su trabajo y genera espacios de cercanía con lo estudiantes. ¡Recomendadísimo!
9581,5,"A pesar de que mucha gente esta en desacuerdo, el feedback de Daniel es bueno, nunca que te va a decir que hacer ni te va a dar la respuesta, pero si te guiara por el mejor camino, será fuerte a la hora de juzgar, pero eso es porque no quiere ver los mismos resultados siempre. Si están esperando un profesor que se siente a hablar del proyecto y les..."
9582,1.5,"Peor profesora que he tenido, siempre andaba perdida en las clases. Se nota que no sabe mucho de los temas. No da consejos útiles para el proyecto."
9583,5,"Uno de los mejores profesores de la universidad, sabe muy bien del tema y la forma en que dicta la clase la vuelve muy interesante. Es facil de dejarla alta. Genera muy buenas reflexiones, y las lecturas son muy pocas pero toca enfocarse mucho, para entender la lectura de principio a fin, que es lo que el profesor busca"
9584,5,muy buena profesora
9585,4,La clase es manejable y Liliana es buena gente con la gente que va a clase y se le ve al menos un poco de interés. La recomiendo ya que no es una profesora agobiante.
9586,5,"Una profesora que destaca tanto arquitecta como profesora, dicta de tal manera que sus ganas de poder compartir los conocimientos, las demuestra invirtiendo en el aprendizaje sus alumnos para hacer lo posible para que sea la clase mas didáctica, desde recesos en sus clases de 3 horas hasta regalar croissant para ejercicios prácticos en clase"
9587,5,No pude haber tenido mejor director de tesis. William es un profesor que fomenta la curiosidad científica y que tiene la paciencia de acompañarlo a uno a lo largo de todo el proceso de aprendizaje.
9588,4.4,"Es una excelente profesora, sabe muchísimas cosas y siempre esta dispuesta a resolver dudas, hace que la clase se torne interesante, hace bastantes quices, así que es importante asistir, da muchos bonos cosa que motiva a entender aun mas el tema y prestarle atención es muy buena persona y maestra, sus parciales son muy logrables, preguntas muy espe..."
9589,5,"Este hombre me enseñó a amar ás la economía, creo que es una experiencia bonita tener clase con alguien así, va más allá de cubrir el contenido del programa, que sí, se hacía con más juicio en la clase complementario"
9590,3,"El tema es muy interesante aunque el horario no es el mejor, tiende a ser un curso aburrido."
9591,5,Juan Pablo es uno de los mejores profesores que he tenido en mis ocho semestres en la universidad. Es un profesor excelente. 
9592,4.5,"En esencia, una muy buena profesora."
9593,3,"Personalmente, creo que Julieta está sobrevalorada. Este semestre experimentó con nosotros y no se me hace que hayamos aprendido mayor cosa. La clase es aburrida, aunque es fácil dejar alta."
9594,5,"Es una excelente persona tanto profesora, muy amable, sabe manejar la clase y los temas que se ven en esta. Se nota que ama la profesión y definitivamente volvería a tomar otra clase con ella."
9595,5,Renata es muy buena profesora. Ella está consciente de que muchas personas no se toman con seriedad ética pero es por eso que intenta hacer la clase dinámica y con diferentes actividades. A mí me gustó la clase pero reconozco que no le metí toda la ficha porque tenía un semestre bastante pesado. La clase no es pesada pero todas las actividades quitan tiempo.
9596,5,"Excelente profesor, explica muy bien y resuelve todas las dudas además atiende afuera de clase. Los parciales son duros pero gracias a esto aprendí mucho, y da muchos bonos. La clase nunca fue aburrida, muy recomendado"
9597,4.6,"Muy buena explicación, muestras las cosas practicas y reales"
9598,5,explica muy bien y la dinámica de la clase es entretenida.
9599,5,"Ricardo es muy buen profesor, se nota que le apasiona enseñar y realmente le interesa que aprendas. Siempre atento con los estudiantes, super recomendado."
9600,5,"Rodolfo es un súper profesor. Sus clases son geniales, él es súper entretenido, y explica muy bien todos los temas. Es uno de los mejores profesores que he tenido. Gracias a este cbu, aprendí mucho más de filosofía política que en todos mis años de colegio."
9601,5,"Carolina es una muy buena profesora. Es muy ordenada y se le puede seguir el hilo de la explicación sin dificultad. Si puede ver clase con ella se lo recomiendo, es una excelente opción y al final del semestre va a estar preparado para el final."
9602,1.5,"Patricia es una mala persona. No hay mejor manera de describirla. A pesar de que sabe mucho de constitucional y su claridad conceptual es inigualable, la manera en la que trata a sus estudiantes y la manera en la que lleva la clase hace que verla con ella sea una experiencia casi traumática. Le gusta intimidar, asustar y mantener a sus estudiantes ..."
9603,4.4,"Explica muy bien y sus clases son entretenidad. Aveces repite mucho el contenido del libro, sus parciales son dificiles y en mi caso no hizo curva. Deja un taller mensual el cual es largo y sin embargo solamente tienen un peso del 16%. No obstante, explica muy bien y lo recomiendo mucho como profesor de macro ya que uno sale muy preparado."
9604,4.5,"Norberto es muy buen profesor, se esfuerza porque todo quede entendido y con su buen humor hace la clase muy amena."
9605,5,"Es el asistente graduado más amable de todos, entiende que somos estudiantes y de preocupa que uno entienda las cosas de la materia, muy amable y querido y dispuesto a hablar en cualquier momento con la mejor actitud"
9606,5,Pros: Bonos
9607,3.7,"Con este profesor es facil dejar una nota alta, SIEMPRE QUE USTED ESTUDIE Y HAGA EJERCICIOS, si le da pereza no meta con este profesor por que pierde la materia"
9608,5,"Es muy buena profesora, como una madre... Si llevas dudas a clase te tendrá mucho en cuenta ademas en la nota final aproxima a 3, puede llegar a aproximar mucho, es muy buena persona."
9609,3,"Florencia es muy querida y sabe mucho, pero las clases son MUY aburridas"
9610,5,"es una excelente profesora , explica bien, hace quices 24/7 para ir al dia con los temas, es paciente, amable, contesta todos los correos rapido."
9611,4.6,"Nicolas explica muy bien los temas. Si bien es un poco escuelero, frío y timído, resuelve dudas y deja talleres que si bien no tienen nota, dejan claros los temas vistos en la complementaria. Antes de los quices, hace un resumen y profundiza los temas que van a salir"
9612,4.9,"Es muy buen profesor a pesar del tema el hace las clases muy interesantes y es una excelente persona, si necesitan consejero es super recomendado"
9613,5,"Luis es un excelente profesor, ademas de que explica muy bien siempre tiene buena actitud, sabe muchísimo sobre la materia. La clase es amena, enriquecedora y en verdad uno aprende."
9614,4.5,"Daniel es un buen profesor y se nota que es apasionado con lo que enseña. La clase es interesante, aunque pone demasiadas lecturas."
9615,4,La verdad vi PMC con ella huyendole a Tiberio y creo que fue la mejor decisión que pude tomar. El curso esta en periodo de reestructuración y aun les queda mucho por mejorar pero creo que con ella van por buen camino.
9616,5,Pros: Jorge es uno de los mejores profesores del departamento. Me convenció de estudiar biología.
9617,4,"Es super exigente tienes que estudiar para todas las clases pues hay quices, tareas o tallere. Lo bueno es que aprendes realmente te obligas a estudiar a lo largo del semestre y no dejar todo para el final. Ademas, Andres es un excelente profesor y persona se preocupa por los estudiantes para que todos entiendan, no ve ningun problema en repetir algun tema que no este claro o resolver dudas."
9618,4,"Se preocupa porque todos los estudiantes entiendan, sin embargo en algunas ocasiones divaga en algún tema con ejemplos que están relacionados pero no son cruciales para lo evaluado en el curso."
9619,5,"Es excelente profesora. Sus clases van más allá de simplemente mejorar tu desempeño en el idioma, ya que se preocupa por los estudiantes, especificamente, en formar buenas personas. Sus clases son interesenates ya que se tratan temas diversos y debatibles. Es pila."
